computeID,SigmaID,Sigma#,DisAxis U,DisAxis V,DisAxis W,DisAngle,Rvec 1,Rvec 2,Rvec 3,BP N1,BP N2,BP N3,planeID,BPFZ A N1,BPFZ A N2,BPFZ A N3,BPFZ B N1,BPFZ B N2,BPFZ B N3,BPFZ Stereo X,BPFZ Stereo Y,A11,A12,A13,A21,A22,A23,A31,A32,A33,B11,B12,B13,B21,B22,B23,B31,B32,B33,numStructsMinimized,minEnergyStructID,minGBenergy,minEnergyStructFname
S3_fcc_N0_n1_1_Al_M99_201228,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,0,-1,1,S3_fcc_n0_-1_1,1,0,-1,-1,1,0,0.866025,0.5,-2,1,1,-1,-1,-1,0,-1,1,-1,-1,2,-1,-1,-1,1,-1,0,47,249,431,struct_S3_fcc_N0_n1_1_Al_M99_201228.249.out
S3_fcc_N1_0_0_Al_M99_201228,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,1,0,0,S3_fcc_n1_0_0,1,0,0,-2,1,-2,0.517638,0,0,1,-1,0,1,1,1,0,0,-1,1,0,1,1,4,2,2,-1,62,1,328,struct_S3_fcc_N1_0_0_Al_M99_201228.1.out
S3_fcc_N1_1_1_Al_M99_201228,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,1,1,1,S3_fcc_n1_1_1,1,1,1,-1,-1,-1,0,0,0,1,-1,-2,1,1,1,1,1,-1,1,0,-1,-1,2,1,1,1,223,553,75,struct_S3_fcc_N1_1_1_Al_M99_201228.553.out
S3_fcc_Nn1_n1_2_Al_M99_201228,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,-1,-1,2,S3_fcc_n-1_-1_2,2,-1,-1,-1,2,-1,1,0,-1,1,0,-1,-1,-1,-1,-1,2,-1,0,1,-1,-1,-1,1,-2,1,102,249,354,struct_S3_fcc_Nn1_n1_2_Al_M99_201228.249.out
S3_fcc_N3_n1_0_Al_M99_201228,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,3,-1,0,S3_fcc_n3_-1_0,3,0,-1,-7,5,-4,0.6619765,0.1637967,1,3,2,-1,-3,5,3,-1,0,1,2,3,11,-13,5,7,4,-5,171,127,404,struct_S3_fcc_N3_n1_0_Al_M99_201228.127.out
S3_fcc_N1_n1_1_Al_M99_220118,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,1,-1,1,S3_fcc_n1_-1_1,5,-1,-1,-1,1,-1,0.7071068,0,1,0,-1,1,2,1,1,-1,1,0,1,-1,2,5,5,5,-1,-1,118,1,361,struct_S3_fcc_N1_n1_1_Al_M99_220118.1.out
S3_fcc_N5_n7_2_Al_M99_201228,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,5,-7,2,S3_fcc_n5_-7_2,7,-2,-5,-5,7,-2,0.970725,0.240192,-1,-1,-1,3,1,-4,5,-7,2,-1,-1,-1,-1,4,-3,7,-2,-5,187,788,416,struct_S3_fcc_N5_n7_2_Al_M99_201228.788.out
S3_fcc_N1_n5_7_Al_M99_220118,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,1,-5,7,S3_fcc_n1_-5_7,7,1,-5,-7,5,-1,0.7071068,0.4082483,1,3,2,-31,5,8,1,-5,7,1,2,3,-17,-20,19,7,-5,1,363,129,424,struct_S3_fcc_N1_n5_7_Al_M99_220118.129.out
S3_fcc_Nn3_n1_3_Al_M99_210713,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,-3,-1,3,S3_fcc_n-3_-1_3,11,-1,-7,-3,3,-1,0.8270415,0.2864956,1,3,2,-11,9,-8,-3,-1,3,1,2,3,-47,4,13,1,-11,7,168,377,425,struct_S3_fcc_Nn3_n1_3_Al_M99_210713.377.out
S3_fcc_N11_8_5_Al_M99_201228,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,11,8,5,S3_fcc_n11_8_5,11,8,5,-11,-5,-8,0.129613,0.074832,3,-1,-5,-1,2,-1,11,8,5,-1,3,-5,-2,1,1,8,11,5,177,432,206,struct_S3_fcc_N11_8_5_Al_M99_201228.432.out
S3_fcc_N4_3_0_Al_M99_201228,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,4,3,0,S3_fcc_n4_3_0,14,5,2,-4,0,-3,0.316071,0.078207,-3,4,-1,-3,4,25,4,3,0,-4,1,3,40,-23,61,5,14,2,914,1630,303,struct_S3_fcc_N4_3_0_Al_M99_201228.1630.out
S3_fcc_N29_n7_11_Al_M99_201228,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,29,-7,11,S3_fcc_n29_-7_11,29,11,-7,-29,7,-11,0.433548,0.250309,1,1,-2,1,23,12,29,-7,11,-1,2,-1,1,12,23,29,11,-7,715,484,388,struct_S3_fcc_N29_n7_11_Al_M99_201228.484.out
S3_fcc_N13_n17_25_Al_M99_201228,3,3,1,1,1,60,0.3333333,0.3333333,0.3333333,13,-17,25,S3_fcc_n13_-17_25,31,1,-11,-25,17,-13,0.652714,0.188422,2,3,1,-92,37,73,13,-17,25,1,3,2,-25,-61,104,31,-11,1,313,389,411,struct_S3_fcc_N13_n17_25_Al_M99_201228.389.out
S5_fcc_N0_n1_3_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,0,-1,3,S5_fcc_n0_-1_3,0,-13,9,0,1,-3,0.8,0.6,0,3,1,-1,0,0,0,-1,3,0,9,13,-1,0,0,0,-13,9,391,775,519,struct_S5_fcc_N0_n1_3_Al_M99_201228.775.out
S5_fcc_N0_n3_11_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,0,-3,11,S5_fcc_n0_-3_11,0,-9,7,0,3,-11,0.83205,0.5547,0,11,3,-1,0,0,0,-3,11,0,7,9,-1,0,0,0,-9,7,491,709,523,struct_S5_fcc_N0_n3_11_Al_M99_201228.709.out
S5_fcc_N0_7_6_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,0,7,6,S5_fcc_n0_7_6,0,-7,6,0,2,-9,0.8574929,0.5144958,-1,0,0,0,-6,7,0,7,6,-1,0,0,0,-9,2,0,2,9,610,885,526,struct_S5_fcc_N0_7_6_Al_M99_201228.885.out
S5_fcc_N0_1_13_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,0,1,13,S5_fcc_n0_1_13,0,-7,11,0,-1,-13,0.970143,0.242536,0,13,-1,-1,0,0,0,1,13,0,11,7,-1,0,0,0,-7,11,470,662,513,struct_S5_fcc_N0_1_13_Al_M99_201228.662.out
S5_fcc_N0_2_1_Al_M99_210715,5,5,1,0,0,36.8698976,0.3333333,0,0,0,2,1,S5_fcc_n0_2_1,0,-2,1,0,1,-2,0.7071068,0.7071068,-1,0,0,0,-1,2,0,2,1,-1,0,0,0,-2,1,0,1,2,199,955,494,struct_S5_fcc_N0_2_1_Al_M99_210715.955.out
S5_fcc_N0_1_2_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,0,1,2,S5_fcc_n0_1_2,0,-1,2,0,-2,-11,0.989949,0.141421,-1,0,0,0,-2,1,0,1,2,-1,0,0,0,-11,-2,0,-2,11,1261,676,496,struct_S5_fcc_N0_1_2_Al_M99_201228.676.out
S5_fcc_N1_n2_1_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,1,-2,1,S5_fcc_n1_-2_1,1,-1,2,-5,-2,-11,0.641716,0.091674,3,2,1,-2,1,4,1,-2,1,3,1,2,-10,-8,19,5,-11,-2,2139,1133,472,struct_S5_fcc_N1_n2_1_Al_M99_201228.1133.out
S5_fcc_N1_0_0_Al_M99_210715,5,5,1,0,0,36.8698976,0.3333333,0,0,1,0,0,S5_fcc_n1_0_0,1,0,0,-1,0,0,0,0,0,1,3,0,-3,1,1,0,0,0,-1,3,0,-3,-1,1,0,0,65,33,326,struct_S5_fcc_N1_0_0_Al_M99_210715.33.out
S5_fcc_N3_1_2_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,3,1,2,S5_fcc_n3_1_2,3,-1,2,-15,-2,-11,0.328346,0.046907,-3,7,1,-13,-9,24,3,1,2,-3,5,5,-65,-108,69,15,-2,11,215,129,354,struct_S5_fcc_N3_1_2_Al_M99_201228.129.out
S5_fcc_N5_1_13_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,5,1,13,S5_fcc_n5_1_13,5,-7,11,-5,-1,-13,0.666998,0.1667495,-7,9,2,-115,-101,52,5,1,13,-7,6,7,-115,-112,-19,5,-7,11,825,385,484,struct_S5_fcc_N5_1_13_Al_M99_201228.385.out
S5_fcc_N5_4_7_Al_M99_210715,5,5,1,0,0,36.8698976,0.3333333,0,0,5,4,7,S5_fcc_n5_4_7,5,-4,7,-5,-1,-8,0.5457158,0.1091432,-3,2,1,-5,-13,11,5,4,7,-3,1,2,-5,-17,1,5,-1,8,779,1119,453,struct_S5_fcc_N5_4_7_Al_M99_210715.1119.out
S5_fcc_N10_1_23_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,10,1,23,S5_fcc_n10_1_23,10,-13,19,-10,-1,-23,0.630657,0.180188,-5,4,2,-2,-3,1,10,1,23,-5,2,4,-2,-3,-1,10,-13,19,976,254,478,struct_S5_fcc_N10_1_23_Al_M99_201228.254.out
S5_fcc_Nn15_n11_37_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,-15,-11,37,S5_fcc_n-15_-11_37,15,-31,23,-15,11,-37,0.560563,0.392394,1,2,1,-85,52,-19,-15,-11,37,1,1,2,-85,53,16,-15,-31,23,1140,303,478,struct_S5_fcc_Nn15_n11_37_Al_M99_201228.303.out
S5_fcc_N15_11_3_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,15,11,3,S5_fcc_n15_11_3,15,-9,7,-15,3,-11,0.2803318,0.1868879,-2,3,-1,-20,9,67,15,11,3,-2,3,1,-20,-33,59,15,7,9,603,25,393,struct_S5_fcc_N15_11_3_Al_M99_201228.25.out
S5_fcc_N4_n1_3_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,4,-1,3,S5_fcc_n4_-1_3,20,-13,9,-4,1,-3,0.278032,0.208524,4,13,-1,-19,8,28,4,-1,3,4,11,7,-95,-52,136,20,-13,9,1194,857,397,struct_S5_fcc_N4_n1_3_Al_M99_201228.857.out
S5_fcc_N20_6_3_Al_M99_210715,5,5,1,0,0,36.8698976,0.3333333,0,0,20,6,3,S5_fcc_n20_6_3,20,-6,3,-20,3,-6,0.1154256,0.1154256,-3,9,2,-15,-49,198,20,6,3,-3,6,7,-15,-158,129,20,3,6,289,160,339,struct_S5_fcc_N20_6_3_Al_M99_210715.160.out
S5_fcc_N35_19_17_Al_M99_201228,5,5,1,0,0,36.8698976,0.3333333,0,0,35,19,17,S5_fcc_n35_19_17,35,-19,17,-35,5,-25,0.282702,0.161544,-2,1,3,40,-139,73,35,19,17,-2,-1,3,8,-31,-5,7,1,5,1741,3631,385,struct_S5_fcc_N35_19_17_Al_M99_201228.3631.out
S7_fcc_N1_1_1_Al_M99_210802,7,7,1,1,1,38.2132107,0.2,0.2,0.2,1,1,1,S7_fcc_n1_1_1,1,1,1,-1,-1,-1,0,0,1,2,-3,-5,4,1,1,1,1,-1,3,-2,-5,1,4,1,1,1,310,137,271,struct_S7_fcc_N1_1_1_Al_M99_210802.137.out
S7_fcc_N2_n3_1_Al_M99_210802,7,7,1,1,1,38.2132107,0.2,0.2,0.2,2,-3,1,S7_fcc_n2_-3_1,3,-2,-1,-2,3,-1,1,-0,0,-1,-3,5,3,-1,2,-3,1,-1,0,-3,3,5,-1,3,-2,-1,814,2141,461,struct_S7_fcc_N2_n3_1_Al_M99_210802.2141.out
S7_fcc_Nn3_1_1_Al_M99_210802,7,7,1,1,1,38.2132107,0.2,0.2,0.2,-3,1,1,S7_fcc_n-3_1_1,3,-1,-1,-17,15,-5,0.8236146,0.1585047,1,3,0,-3,1,-10,-3,1,1,0,3,1,-50,17,-51,-17,-5,15,656,1232,484,struct_S7_fcc_Nn3_1_1_Al_M99_210802.1232.out
S7_fcc_N4_n1_0_Al_M99_201228,7,7,1,1,1,38.2132107,0.2,0.2,0.2,4,-1,0,S7_fcc_n4_-1_0,4,0,-1,-26,11,-6,0.593391,0.237181,1,4,3,-3,-12,17,4,-1,0,1,3,4,57,-115,72,26,6,-11,1560,1824,461,struct_S7_fcc_N4_n1_0_Al_M99_201228.1824.out
S7_fcc_N4_1_2_Al_M99_210802,7,7,1,1,1,38.2132107,0.2,0.2,0.2,4,1,2,S7_fcc_n4_1_2,4,2,1,-4,-1,-2,0.2169321,0.1252458,1,2,-3,-1,2,1,4,1,2,-1,3,-2,-1,1,2,4,2,1,723,1717,360,struct_S7_fcc_N4_1_2_Al_M99_210802.1717.out
S7_fcc_N1_n5_4_Al_M99_220118,7,7,1,1,1,38.2132107,0.2,0.2,0.2,1,-5,4,S7_fcc_n1_-5_4,5,-1,-4,-5,4,1,0.8660254,0.5,-3,1,2,-1,-1,-1,1,-5,4,-2,-1,3,-1,-1,-1,4,-5,1,775,1125,483,struct_S7_fcc_N1_n5_4_Al_M99_220118.1125.out
S7_fcc_Nn5_n3_1_Al_M99_210802,7,7,1,1,1,38.2132107,0.2,0.2,0.2,-5,-3,1,S7_fcc_n-5_-3_1,5,-1,3,-3,1,-5,0.3757615,-0.216946,-1,2,1,-5,4,-13,-5,-3,1,-1,1,2,-11,5,-8,-3,-5,1,1038,1433,349,struct_S7_fcc_Nn5_n3_1_Al_M99_210802.1433.out
S7_fcc_Nn5_n3_8_Al_M99_201228,7,7,1,1,1,38.2132107,0.2,0.2,0.2,-5,-3,8,S7_fcc_n-5_-3_8,7,-7,0,-3,8,-5,0.944911,-0.327327,-3,5,0,-20,-12,-17,-5,-3,8,-4,3,3,-3,-2,-2,0,-1,1,507,137,490,struct_S7_fcc_Nn5_n3_8_Al_M99_201228.137.out
S7_fcc_Nn1_1_0_Al_M99_220118,7,7,1,1,1,38.2132107,0.2,0.2,0.2,-1,1,0,S7_fcc_n-1_1_0,8,-3,-5,-1,1,0,0.9449112,0.3273268,-1,-1,-1,-1,-1,2,-1,1,0,-1,-1,-1,2,-13,11,-8,3,5,510,1069,490,struct_S7_fcc_Nn1_1_0_Al_M99_220118.1069.out
S7_fcc_N2_n3_8_Al_M99_210802,7,7,1,1,1,38.2132107,0.2,0.2,0.2,2,-3,8,S7_fcc_n2_-3_8,8,-3,2,-5,4,-6,0.5838851,-0.1685531,-1,2,1,-19,-10,1,2,-3,8,-1,1,2,-13,-17,2,6,-4,5,935,1541,426,struct_S7_fcc_N2_n3_8_Al_M99_210802.1541.out
S7_fcc_Nn1_n9_3_Al_M99_220118,7,7,1,1,1,38.2132107,0.2,0.2,0.2,-1,-9,3,S7_fcc_n-1_-9_3,9,1,-3,-9,3,-1,0.5510199,0.3181315,-3,0,-1,9,-10,-27,-1,-9,3,-3,-1,0,-1,3,-30,3,-9,-1,1514,3366,449,struct_S7_fcc_Nn1_n9_3_Al_M99_220118.3366.out
S7_fcc_N9_4_1_Al_M99_201228,7,7,1,1,1,38.2132107,0.2,0.2,0.2,9,4,1,S7_fcc_n9_4_1,9,1,4,-7,0,-7,0.31211,-0.0600656,-1,4,-7,-16,31,20,9,4,1,-5,5,-4,-2,2,5,1,1,0,529,990,378,struct_S7_fcc_N9_4_1_Al_M99_201228.990.out
S7_fcc_N5_n11_13_Al_M99_220118,7,7,1,1,1,38.2132107,0.2,0.2,0.2,5,-11,13,S7_fcc_n5_-11_13,13,-11,5,-5,11,-13,0.6868674,-0.3965631,1,4,3,-85,-2,31,5,-11,13,1,3,4,-59,-47,50,13,-11,5,1177,1158,471,struct_S7_fcc_N5_n11_13_Al_M99_220118.1158.out
S7_fcc_Nn2_3_13_Al_M99_220118,7,7,1,1,1,38.2132107,0.2,0.2,0.2,-2,3,13,S7_fcc_n-2_3_13,13,3,-2,-13,2,-3,0.4335913,0.2503341,-2,3,-1,-3,-2,0,-2,3,13,-3,2,1,-2,-3,0,3,-2,13,715,157,441,struct_S7_fcc_Nn2_3_13_Al_M99_220118.157.out
S7_fcc_N19_3_6_Al_M99_201228,7,7,1,1,1,38.2132107,0.2,0.2,0.2,19,3,6,S7_fcc_n19_3_6,19,6,3,-18,-1,-9,0.309098,0.118972,0,2,-1,-15,19,38,19,3,6,-1,2,0,-2,-1,45,18,9,1,3062,525,397,struct_S7_fcc_N19_3_6_Al_M99_201228.525.out
S7_fcc_N11_n13_23_Al_M99_220118,7,7,1,1,1,38.2132107,0.2,0.2,0.2,11,-13,23,S7_fcc_n11_-13_23,23,-13,11,-11,13,-23,0.5510199,-0.3181315,5,6,1,-151,104,131,11,-13,23,3,7,2,-103,-13,200,23,-13,11,846,33,432,struct_S7_fcc_N11_n13_23_Al_M99_220118.33.out
S7_fcc_N3_0_2_Al_M99_201228,7,7,1,1,1,38.2132107,0.2,0.2,0.2,3,0,2,S7_fcc_n3_0_2,24,5,6,-3,0,-2,0.329327,0.047534,2,5,-3,-10,13,15,3,0,2,-1,6,-1,-41,18,149,24,5,6,1254,1614,400,struct_S7_fcc_N3_0_2_Al_M99_201228.1614.out
S7_fcc_Nn29_n2_10_Al_M99_201228,7,7,1,1,1,38.2132107,0.2,0.2,0.2,-29,-2,10,S7_fcc_n-29_-2_10,29,-10,2,-20,16,-17,0.654667,-0.075594,0,5,1,-52,29,-145,-29,-2,10,-1,4,3,-115,44,-97,-20,-17,16,432,151,474,struct_S7_fcc_Nn29_n2_10_Al_M99_201228.151.out
S7_fcc_N25_n27_37_Al_M99_201228,7,7,1,1,1,38.2132107,0.2,0.2,0.2,25,-27,37,S7_fcc_n25_-27_37,45,-23,13,-25,27,-37,0.620253,-0.238736,5,6,1,-249,160,285,25,-27,37,3,7,2,-137,-51,384,45,-23,13,2531,684,446,struct_S7_fcc_N25_n27_37_Al_M99_201228.684.out
S7_fcc_N51_39_1_Al_M99_201228,7,7,1,1,1,38.2132107,0.2,0.2,0.2,51,39,1,S7_fcc_n51_39_1,55,3,33,-39,-1,-51,0.288437,-0.129523,1,-1,-12,-467,613,-90,51,39,1,-4,3,-11,-614,351,319,33,55,3,3862,2165,361,struct_S7_fcc_N51_39_1_Al_M99_201228.2165.out
S9_fcc_Nn1_1_3_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,-1,1,3,S9_fcc_n-1_1_3,1,-1,3,5,-5,-29,0.994937,0.100504,11,-16,9,57,42,5,-1,1,3,12,-17,-5,518,373,-25,5,-5,29,3327,2915,344,struct_S9_fcc_Nn1_1_3_Al_M99_201228.2915.out
S9_fcc_Nn1_1_4_Al_M99_210721,9,9,1,1,0,38.9424413,0.25,0.25,0,-1,1,4,S9_fcc_n-1_1_4,1,-1,4,1,-1,-4,1,0,2,-2,1,1,1,0,-1,1,4,2,-2,-1,1,1,0,1,-1,4,961,1166,331,struct_S9_fcc_Nn1_1_4_Al_M99_210721.1166.out
S9_fcc_Nn1_n1_0_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,-1,-1,0,S9_fcc_n-1_-1_0,1,1,0,-1,-1,0,0,0,1,-1,-4,2,-2,1,-1,-1,0,-1,1,-4,2,-2,-1,-1,-1,0,56,108,553,struct_S9_fcc_Nn1_n1_0_Al_M99_201228.108.out
S9_fcc_N2_n2_1_Al_M99_210721,9,9,1,1,0,38.9424413,0.25,0.25,0,2,-2,1,S9_fcc_n2_-2_1,2,-2,-1,-2,2,-1,-0,1,1,-1,-4,1,1,0,2,-2,1,-1,1,-4,1,1,0,2,-2,-1,783,529,447,struct_S9_fcc_N2_n2_1_Al_M99_210721.529.out
S9_fcc_Nn2_2_1_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,-2,2,1,S9_fcc_n-2_2_1,2,-2,1,-10,10,-23,0.628539,0.777778,2,-1,6,13,14,-2,-2,2,1,13,-10,10,110,133,-10,-10,10,23,1248,536,445,struct_S9_fcc_Nn2_2_1_Al_M99_201228.536.out
S9_fcc_N1_2_2_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,1,2,2,S9_fcc_n1_2_2,2,1,2,-1,-2,-2,0.4142136,0,4,-1,-1,0,1,-1,1,2,2,1,0,-1,-1,4,-1,2,1,2,170,594,487,struct_S9_fcc_N1_2_2_Al_M99_211122.594.out
S9_fcc_N1_n1_5_Al_M99_210721,9,9,1,1,0,38.9424413,0.25,0.25,0,1,-1,5,S9_fcc_n1_-1_5,3,-3,3,-1,1,-5,0.816497,0.57735,3,-2,-1,11,16,1,1,-1,5,2,-1,-3,4,5,1,1,-1,1,992,639,374,struct_S9_fcc_N1_n1_5_Al_M99_210721.639.out
S9_fcc_N3_n1_1_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,3,-1,1,S9_fcc_n3_-1_1,3,-1,-1,-3,1,-1,-0,0.6341371,1,-1,-4,5,13,-2,3,-1,1,-1,1,-4,5,13,2,3,-1,-1,68,292,532,struct_S9_fcc_N3_n1_1_Al_M99_211122.292.out
S9_fcc_N0_0_1_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,0,0,1,S9_fcc_n0_0_1,4,-4,7,0,0,-1,0.942809,0.333333,4,-5,0,5,4,0,0,0,1,3,-4,-4,44,37,-4,4,-4,7,2558,1907,365,struct_S9_fcc_N0_0_1_Al_M99_201228.1907.out
S9_fcc_Nn4_2_1_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,-4,2,1,S9_fcc_n-4_2_1,4,-2,1,-26,8,-31,0.3930474,0.6114383,5,3,14,25,61,-22,-4,2,1,11,-3,10,173,601,-10,-26,8,31,307,198,497,struct_S9_fcc_Nn4_2_1_Al_M99_211122.198.out
S9_fcc_Nn2_5_2_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,-2,5,2,S9_fcc_n-2_5_2,5,-2,2,-10,1,-14,0.4494771,0.5085252,1,0,1,5,4,-5,-2,5,2,4,-1,1,8,19,-13,-1,10,14,978,297,487,struct_S9_fcc_Nn2_5_2_Al_M99_201228.297.out
S9_fcc_Nn5_n1_1_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,-5,-1,1,S9_fcc_n-5_-1_1,5,1,1,-37,-17,-23,0.199773,0.247207,1,-2,3,-1,16,11,-5,-1,1,2,-3,1,52,83,145,-37,-17,23,189,113,521,struct_S9_fcc_Nn5_n1_1_Al_M99_201228.113.out
S9_fcc_N1_1_3_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,1,1,3,S9_fcc_n1_1_3,7,-1,7,-1,-1,-3,0.5978702,0.211379,4,-1,-1,2,13,-5,1,1,3,1,0,-1,1,14,1,7,-1,7,113,409,500,struct_S9_fcc_N1_1_3_Al_M99_211122.409.out
S9_fcc_N5_4_7_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,5,4,7,S9_fcc_n5_4_7,8,1,5,-5,-4,-7,0.4014916,0.189265,3,-2,-1,5,13,-11,5,4,7,2,-1,-3,1,17,-5,8,1,5,525,1836,463,struct_S9_fcc_N5_4_7_Al_M99_211122.1836.out
S9_fcc_N11_n11_1_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,11,-11,1,S9_fcc_n11_-11_1,11,-11,-1,-9,9,-9,0.2721655,0.9622504,1,0,-11,121,122,11,11,-11,1,-4,5,-9,14,13,1,1,-1,-1,1346,417,470,struct_S9_fcc_N11_n11_1_Al_M99_201228.417.out
S9_fcc_Nn1_n17_4_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,-1,-17,4,S9_fcc_n-1_-17_4,17,1,-4,-17,-1,-4,0,0.3970778,1,-1,-4,4,0,1,-1,-17,4,-1,1,-4,4,0,-1,-1,-17,-4,434,999,558,struct_S9_fcc_Nn1_n17_4_Al_M99_211122.999.out
S9_fcc_Nn23_23_11_Al_M99_210721,9,9,1,1,0,38.9424413,0.25,0.25,0,-23,23,11,S9_fcc_n-23_23_11,23,-23,11,-13,13,-29,0.6178021,0.7863337,7,-4,23,191,202,-23,-23,23,11,16,-13,13,182,211,-13,-13,13,29,1180,633,448,struct_S9_fcc_Nn23_23_11_Al_M99_210721.633.out
S9_fcc_N14_n23_7_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,14,-23,7,S9_fcc_n14_-23_7,23,-14,-7,-22,13,-11,0.0620545,0.7898243,1,0,-2,46,35,23,14,-23,7,0,1,-2,55,26,13,13,-22,-11,751,941,518,struct_S9_fcc_N14_n23_7_Al_M99_211122.941.out
S9_fcc_Nn19_1_49_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,-19,1,49,S9_fcc_n-19_1_49,23,-5,47,1,-19,-49,0.7797518,0.0459473,7,-14,3,689,400,259,-19,1,49,6,-13,-7,772,317,73,5,-23,47,813,454,431,struct_S9_fcc_Nn19_1_49_Al_M99_211122.454.out
S9_fcc_N13_5_29_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,13,5,29,S9_fcc_n13_5_29,25,-7,19,-13,-5,-29,0.5669537,0.3340806,5,-13,0,377,145,-194,13,5,29,3,-11,-8,265,257,-254,25,-7,19,1174,913,453,struct_S9_fcc_N13_5_29_Al_M99_211122.913.out
S9_fcc_Nn7_25_37_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,-7,25,37,S9_fcc_n-7_25_37,25,-7,37,-5,-13,-43,0.732406,0.155367,5,-6,5,347,220,-83,-7,25,37,6,-7,-1,296,271,-121,13,5,43,3915,4837,451,struct_S9_fcc_Nn7_25_37_Al_M99_201228.4837.out
S9_fcc_N19_8_23_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,19,8,23,S9_fcc_n19_8_23,28,-1,13,-19,-8,-23,0.382,0.300127,3,-10,1,119,25,-107,19,8,23,2,-9,-5,61,83,-125,28,-1,13,2303,1944,480,struct_S9_fcc_N19_8_23_Al_M99_201228.1944.out
S9_fcc_Nn29_20_17_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,-29,20,17,S9_fcc_n-29_20_17,29,-20,17,-16,7,-35,0.6063691,0.5936783,7,-6,19,241,335,17,-29,20,17,14,-13,9,259,317,55,-16,7,35,735,375,444,struct_S9_fcc_Nn29_20_17_Al_M99_211122.375.out
S9_fcc_N31_n13_11_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,31,-13,11,S9_fcc_n31_-13_11,31,-13,-11,-31,13,-11,-0,0.6861078,1,-1,-4,7,15,-2,31,-13,11,-1,1,-4,7,15,2,31,-13,-11,145,297,532,struct_S9_fcc_N31_n13_11_Al_M99_211122.297.out
S9_fcc_Nn11_n7_53_Al_M99_211122,9,9,1,1,0,38.9424413,0.25,0.25,0,-11,-7,53,S9_fcc_n-11_-7_53,31,-13,43,-7,-11,-53,0.7563972,0.2228557,7,-11,0,583,371,170,-11,-7,53,5,-9,-8,635,319,38,13,-31,43,831,62,442,struct_S9_fcc_Nn11_n7_53_Al_M99_211122.62.out
S9_fcc_N3_n1_3_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,3,-1,3,S9_fcc_n3_-1_3,35,-17,5,-3,1,-3,0.326621,0.635128,4,-3,-5,14,27,-5,3,-1,3,1,0,-7,119,250,17,35,-17,5,1098,1387,502,struct_S9_fcc_N3_n1_3_Al_M99_201228.1387.out
S9_fcc_N1_n19_41_Al_M99_201228,9,9,1,1,0,38.9424413,0.25,0.25,0,1,-19,41,S9_fcc_n1_-19_41,35,-17,23,-19,1,-41,0.585924,0.4661,3,-2,-1,101,124,55,1,-19,41,2,-1,-3,128,97,53,17,-35,23,7620,5935,448,struct_S9_fcc_N1_n19_41_Al_M99_201228.5935.out
